Bill To Name First Line,Bill To Name Second Line,Account Number,Service Address,Bill Period Start,Bill Period End,Utility Type,Consumption Amount,Line Item Description,Line Item Charge,Bill Date,Due Date,SourceFile_Page
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,459,RDA,-$112 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,153,RDA,-$0.18 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,40.55,Demand Side Mgmt,$4.04,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,40.55,PurchCapCostAdj,$1.48,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,40.55,Trans Cost Adj,$3.31,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,40.55,ECA 02,$18.23,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,40.55,Trans Elec Plan,$0.87,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,MISSING,Renew. Energy Std Adj,$0.78,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,MISSING,Cola Energy Plan Adj,$0.78,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,MISSING,Clean Energy Plan Rev,$1.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,MISSING,Franchise Fee,$2.45,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,MISSING,Sales Tax,$7.02,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,10.50 kWh,CTOU On-Peak,$1.07,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,3.50 kWh,CTOU On-Peak,$0.57,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,12 kWh,CTOU Shoulder,$0.97,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,4 kWh,CTOU Shoulder,$0.44,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,126 kWh,CTOU Off-Peak,$7.56,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,42 kWh,CTOU Off-Peak,$2.52,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,148.50 kWh,RDA,-$0.37 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,49.50 kWh,RDA,-$0.05 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,MISSING,Demand Side Mgmt,$1.31,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,MISSING,PurchCapCostAd},$0.48,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,MISSING,Trans Cost Adj,$1.07,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,MISSING,ECA 02,$5.90,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,MISSING,Trans Elec Plan,$0.29,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,MISSING,Renew. Energy Std Adj,$0.34,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,MISSING,Colo Energy Plan Adj,$0.34,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,MISSING,Clean Energy Plan Rev,$0.42,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,MISSING,Franchise Fee,$1.05,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9780 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5498",05/07/25,06/08/25,Electricity,MISSING,Sales Tax,$2.97,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_15
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Service & Facility,$88.07,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Secondary General,$72.87,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,ECA 02,$285.51,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Distribution Demand,$215.28,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Gen & Transm Demand (17.25 kW),$157.15,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Gen & Transm Demand (5.75 kW),$87.06,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Trans Cost Adj,$41.40,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Purch Cap Cast Adj,$19.55,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Trans Elec Plan,$12.42,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Demand Side Mgmt,$49.68,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,"Renew, Energy Std Adj",$10.29,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Colo Energy Plan Adj,$10.29,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Clean Energy Plan Rev,$12.86,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Franchise Fee,$31.87,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/07/2025,06/08/2025,Electricity,8543 kWh,Sales Tax,$91.38,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/09/2025,06/11/2025,Natural Gas,1259 therms,Service & Facility,$49.44,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/09/2025,06/11/2025,Natural Gas,1259 therms,Usage Charge,$315.72,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/09/2025,06/11/2025,Natural Gas,1259 therms,Interstate Pipeline,$66.10,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/09/2025,06/11/2025,Natural Gas,1259 therms,Demand Side Mgmt,$20.74,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/09/2025,06/11/2025,Natural Gas,1259 therms,Natural Gas 02,$496.17,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILIT:ES DEPARTMENT,53-0010211902-1,"9820 WESTCLIFF PKWY BLDG CLUB WESTMINSTER, CO 80021-4003",05/09/2025,06/11/2025,Natural Gas,1259 therms,GRSA,$72.46,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_16
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,MISSING,MISSING,MISSING,NATURAL GAS,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_17
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,MISSING,MISSING,MISSING,NATURAL GAS,MISSING,Franchise Fee,$30.62,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_17
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,MISSING,MISSING,MISSING,NATURAL GAS,MISSING,Sales Tax,$87.78,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_17
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,20.25 kWh,CTOU On-Peak,$2.06,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,6.75 kWh,CTOU On-Peak,$1.09,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,21.75 kWh,CTOU Shoulder,$1.76,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,7.25 kWh,CTOU Shoulder,$0.80,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,190.50 kWh,CTOU Off-Peak,$11.43,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,63.50 kWh,CTOU Off-Peak,$3.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,232.50 kWh,RDA,-$0.57,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,77.50 kWh,RDA,-$0.09,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,Demand Side Mgmt,$2.08,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,PurchCapCostAd},$0.77,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,Trans Cost Adj,$1.71,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,ECA Q2,$9.42,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,Trans Elec Plan,$0.46,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,"Renew, Energy Std Adj",$0.44,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,Colo Energy Plan Adj,$0.44,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,Clean Energy Plan Rev,$0.57,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,Subtotal,$48.99,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,Franchise Fee,$1.44,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,Sales Tax,$4.15,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,Total,$54.58,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9790 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-4015",05/07/2025,06/08/2025,Electricity,MISSING,Premises Total,$54.58,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_18
